gap_id,cell_a,cell_b,compartment_a,compartment_b,placement_policy,anatomical_weight,normalized_weight,g0_uS,g_uS,active_in_v0,evidence
I1L__I2L,I1L,I2L,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
I1L__M3L,I1L,M3L,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
I1L__MCR,I1L,MCR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
I1L__NSML,I1L,NSML,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
I1L__RIPL,I1L,RIPL,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
I1R__I2R,I1R,I2R,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
I1R__I3,I1R,I3,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
I1R__MCR,I1R,MCR,0,0,soma_compartment_0_v0,4.0,0.2683983610056247,0.0001,2.683983610056247e-05,True,Cook2019_SI5_gap_junction
I1R__NSMR,I1R,NSMR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
I1R__RIPR,I1R,RIPR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
I2L__I4,I2L,I4,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
I2L__M2L,I2L,M2L,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
I2R__M1,I2R,M1,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
I2R__M2R,I2R,M2R,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
I2R__MCR,I2R,MCR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
I2R__NSMR,I2R,NSMR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
I3__M1,I3,M1,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
I3__M2R,I3,M2R,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
I3__MI,I3,MI,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
I4__M2R,I4,M2R,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
I4__M4,I4,M4,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
I5__M2L,I5,M2L,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
I5__M2R,I5,M2R,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
I5__M5,I5,M5,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
I6__M4,I6,M4,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
M2L__M4,M2L,M4,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
M2L__MCL,M2L,MCL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
M2R__M3R,M2R,M3R,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
M2R__MCR,M2R,MCR,0,0,soma_compartment_0_v0,11.0,0.41439614843321004,0.0001,4.1439614843321005e-05,True,Cook2019_SI5_gap_junction
M2R__MI,M2R,MI,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
M3L__NSMR,M3L,NSMR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
M3R__NSMR,M3R,NSMR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
M4__M5,M4,M5,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
NSML__NSMR,NSML,NSMR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
ASIL__ASIR,ASIL,ASIR,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
ASIL__AINR,ASIL,AINR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASIL__AIAL,ASIL,AIAL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASIR__ASGR,ASIR,ASGR,0,0,soma_compartment_0_v0,4.0,0.2683983610056247,0.0001,2.683983610056247e-05,True,Cook2019_SI5_gap_junction
ASIR__AIYR,ASIR,AIYR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASIR__AIAL,ASIR,AIAL,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
ASIR__AIAR,ASIR,AIAR,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
ASJL__ASJR,ASJL,ASJR,0,0,soma_compartment_0_v0,7.0,0.3467786469313273,0.0001,3.4677864693132736e-05,True,Cook2019_SI5_gap_junction
ASJL__IL2L,ASJL,IL2L,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASJL__AIAL,ASJL,AIAL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASJL__ALA,ASJL,ALA,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
ASJL__PVQL,ASJL,PVQL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASJL__SMDDR,ASJL,SMDDR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASJR__AIMR,ASJR,AIMR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASJR__PVQR,ASJR,PVQR,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
AWAL__AWAR,AWAL,AWAR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
AWAL__ADLL,AWAL,ADLL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
AWAL__AIAL,AWAL,AIAL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
AWAL__AIZL,AWAL,AIZL,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
AWAR__ADFR,AWAR,ADFR,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
AWAR__AIAR,AWAR,AIAR,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
AWAR__AIZR,AWAR,AIZR,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
ASGL__AWBL,ASGL,AWBL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASGL__ASEL,ASGL,ASEL,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
ASGL__AINR,ASGL,AINR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASGL__AIML,ASGL,AIML,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASGL__AIZL,ASGL,AIZL,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
ASGL__SMDDR,ASGL,SMDDR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
ASGR__ASER,ASGR,ASER,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
ASGR__ADFR,ASGR,ADFR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASGR__AWCR,ASGR,AWCR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
ASGR__ADLR,ASGR,ADLR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASGR__AINL,ASGR,AINL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASGR__AIAR,ASGR,AIAR,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
ASGR__AIZR,ASGR,AIZR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
AWBL__AWBR,AWBL,AWBR,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
AWBL__AIAL,AWBL,AIAL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
AWBL__AUAL,AWBL,AUAL,0,0,soma_compartment_0_v0,4.0,0.2683983610056247,0.0001,2.683983610056247e-05,True,Cook2019_SI5_gap_junction
AWBL__RMGL,AWBL,RMGL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
AWBR__ASER,AWBR,ASER,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
AWBR__ADFR,AWBR,ADFR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
AWBR__AUAR,AWBR,AUAR,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
AWBR__RMGR,AWBR,RMGR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
AWBR__RICL,AWBR,RICL,0,0,soma_compartment_0_v0,4.0,0.2683983610056247,0.0001,2.683983610056247e-05,True,Cook2019_SI5_gap_junction
ASEL__AFDL,ASEL,AFDL,0,0,soma_compartment_0_v0,6.0,0.32451024710904597,0.0001,3.24510247109046e-05,True,Cook2019_SI5_gap_junction
ASEL__AFDR,ASEL,AFDR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
ASEL__AWCL,ASEL,AWCL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASEL__AWCR,ASEL,AWCR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
ASER__AFDR,ASER,AFDR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASER__PVQR,ASER,PVQR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ADFL__AFDL,ADFL,AFDL,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
ADFL__AWCL,ADFL,AWCL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ADFL__ASHL,ADFL,ASHL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ADFL__URBL,ADFL,URBL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ADFL__AIZL,ADFL,AIZL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ADFL__ADAL,ADFL,ADAL,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
ADFL__RIAL,ADFL,RIAL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ADFL__RIPL,ADFL,RIPL,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
ADFR__AFDR,ADFR,AFDR,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
ADFR__RIH,ADFR,RIH,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ADFR__AIAR,ADFR,AIAR,0,0,soma_compartment_0_v0,4.0,0.2683983610056247,0.0001,2.683983610056247e-05,True,Cook2019_SI5_gap_junction
ADFR__ADAR,ADFR,ADAR,0,0,soma_compartment_0_v0,4.0,0.2683983610056247,0.0001,2.683983610056247e-05,True,Cook2019_SI5_gap_junction
ADFR__SMDVR,ADFR,SMDVR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
ADFR__SMBVR,ADFR,SMBVR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
AFDL__AFDR,AFDL,AFDR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
AFDL__URBL,AFDL,URBL,0,0,soma_compartment_0_v0,9.0,0.3839912433160672,0.0001,3.839912433160672e-05,True,Cook2019_SI5_gap_junction
AFDL__AIYL,AFDL,AIYL,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
AFDL__AIBL,AFDL,AIBL,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
AFDL__AVEL,AFDL,AVEL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
AFDR__AWCR,AFDR,AWCR,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
AFDR__ASHR,AFDR,ASHR,0,0,soma_compartment_0_v0,4.0,0.2683983610056247,0.0001,2.683983610056247e-05,True,Cook2019_SI5_gap_junction
AFDR__URBR,AFDR,URBR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
AFDR__AIBR,AFDR,AIBR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
AFDR__RMDVR,AFDR,RMDVR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
AWCL__AUAL,AWCL,AUAL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
AWCR__AIAL,AWCR,AIAL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
AWCR__AIAR,AWCR,AIAR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASKL__ASKR,ASKL,ASKR,0,0,soma_compartment_0_v0,9.0,0.3839912433160672,0.0001,3.839912433160672e-05,True,Cook2019_SI5_gap_junction
ASKL__ASHL,ASKL,ASHL,0,0,soma_compartment_0_v0,18.0,0.49103018512477475,0.0001,4.910301851247748e-05,True,Cook2019_SI5_gap_junction
ASKL__AIAL,ASKL,AIAL,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
ASKL__PVQL,ASKL,PVQL,0,0,soma_compartment_0_v0,8.0,0.36642076762465037,0.0001,3.6642076762465036e-05,True,Cook2019_SI5_gap_junction
ASKL__AVHL,ASKL,AVHL,0,0,soma_compartment_0_v0,8.0,0.36642076762465037,0.0001,3.6642076762465036e-05,True,Cook2019_SI5_gap_junction
ASKL__AIBL,ASKL,AIBL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASKL__HSNL,ASKL,HSNL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASKR__ASHR,ASKR,ASHR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
ASKR__ADLR,ASKR,ADLR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASKR__AIAR,ASKR,AIAR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASKR__ALA,ASKR,ALA,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASKR__PVQR,ASKR,PVQR,0,0,soma_compartment_0_v0,25.0,0.5433373751464126,0.0001,5.433373751464126e-05,True,Cook2019_SI5_gap_junction
ASKR__AVHR,ASKR,AVHR,0,0,soma_compartment_0_v0,10.0,0.3998856719541645,0.0001,3.998856719541645e-05,True,Cook2019_SI5_gap_junction
ASKR__RMGR,ASKR,RMGR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASKR__AIBR,ASKR,AIBR,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
ASKR__HSNL,ASKR,HSNL,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
ASKR__HSNR,ASKR,HSNR,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
ASHL__ASHR,ASHL,ASHR,0,0,soma_compartment_0_v0,7.0,0.3467786469313273,0.0001,3.4677864693132736e-05,True,Cook2019_SI5_gap_junction
ASHL__AIZL,ASHL,AIZL,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
ASHL__ADAL,ASHL,ADAL,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
ASHL__RMGL,ASHL,RMGL,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
ASHL__RICL,ASHL,RICL,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
ASHR__AIAR,ASHR,AIAR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASHR__AIZR,ASHR,AIZR,0,0,soma_compartment_0_v0,6.0,0.32451024710904597,0.0001,3.24510247109046e-05,True,Cook2019_SI5_gap_junction
ASHR__ADAR,ASHR,ADAR,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
ASHR__AVHL,ASHR,AVHL,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
ASHR__RMGR,ASHR,RMGR,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
ASHR__RICR,ASHR,RICR,0,0,soma_compartment_0_v0,4.0,0.2683983610056247,0.0001,2.683983610056247e-05,True,Cook2019_SI5_gap_junction
ASHR__AVER,ASHR,AVER,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ASHR__AVAR,ASHR,AVAR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
ADLL__ADLR,ADLL,ADLR,0,0,soma_compartment_0_v0,6.0,0.32451024710904597,0.0001,3.24510247109046e-05,True,Cook2019_SI5_gap_junction
ADLL__RMGL,ADLL,RMGL,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
ADLL__AVDR,ADLL,AVDR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
BAGL__BAGR,BAGL,BAGR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
BAGL__AINR,BAGL,AINR,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
BAGL__RIR,BAGL,RIR,0,0,soma_compartment_0_v0,4.0,0.2683983610056247,0.0001,2.683983610056247e-05,True,Cook2019_SI5_gap_junction
BAGL__RIGL,BAGL,RIGL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
BAGL__RIGR,BAGL,RIGR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
BAGR__RIR,BAGR,RIR,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
BAGR__AVEL,BAGR,AVEL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
URXL__IL2L,URXL,IL2L,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
URXL__RMGL,URXL,RMGL,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
URXR__IL2R,URXR,IL2R,0,0,soma_compartment_0_v0,4.0,0.2683983610056247,0.0001,2.683983610056247e-05,True,Cook2019_SI5_gap_junction
URXR__AUAR,URXR,AUAR,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
URXR__RMGR,URXR,RMGR,0,0,soma_compartment_0_v0,5.0,0.2988032661227676,0.0001,2.988032661227676e-05,True,Cook2019_SI5_gap_junction
URXR__RICR,URXR,RICR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ALNL__SMDDR,ALNL,SMDDR,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
ALNL__SMDVL,ALNL,SMDVL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ALNL__SMBDR,ALNL,SMBDR,0,0,soma_compartment_0_v0,3.0,0.2311857646208849,0.0001,2.311857646208849e-05,True,Cook2019_SI5_gap_junction
ALNR__ADER,ALNR,ADER,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
ALNR__PVR,ALNR,PVR,0,0,soma_compartment_0_v0,16.0,0.4724816111569572,0.0001,4.724816111569572e-05,True,Cook2019_SI5_gap_junction
ALNR__RMGR,ALNR,RMGR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
ALNR__SMDDL,ALNR,SMDDL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
PLNL__PHAL,PLNL,PHAL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
PLNL__PHBL,PLNL,PHBL,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
PLNL__PHCL,PLNL,PHCL,0,0,soma_compartment_0_v0,2.0,0.18321038381232518,0.0001,1.8321038381232518e-05,True,Cook2019_SI5_gap_junction
PLNR__PLMR,PLNR,PLMR,0,0,soma_compartment_0_v0,1.0,0.11559288231044244,0.0001,1.1559288231044245e-05,True,Cook2019_SI5_gap_junction
